Unnamed: ,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
404,25,New Delhi,None,Married,Graduate,5,1312150.919,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
405,27,Pune,None,Married,Graduate,3,2139809.43,Maybe,Cabrio,No,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
406,25,Nagpur,Business,Single,Post Graduate,6,2608288.944,Maybe,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
407,19,Satara,None,Single,Post Graduate,0,2580819.121,Maybe,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
408,22,Pune,Working Professional,Married,Graduate,3,780207.8128,Yes,Liftback,Maybe,Audi,<15 lakhs,2,"Yes, in <10 years"
409,31,Pune,Working Professional,Married,Graduate,6,1577853.44,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
410,27,Kashipur,Business,Married,Graduate,4,1794560.427,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
411,20,Pune,Working Professional,Single,Graduate,4,2687296.182,Yes,Hatchback,Maybe,Hyundai,<25 lakhs,4,"Yes, in <20years"
412,29,Pune,Working Professional,Single,Graduate,4,2570764.117,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
413,29,Pune,None,Single,Graduate,6,1614741.715,Maybe,Hatchback,Yes,KIA,<25 lakhs,3,"Yes, in <20years"
414,32,Pune,None,Married,Post Graduate,3,1468162.478,Yes,Hatchback,Maybe,Honda,<15 lakhs,4,"Yes, in <20years"
415,30,Haldwani,Salaried,Single,Graduate,4,1729193.992,Yes,Hatchback,Maybe,Nissan,<5 lakhs,4,"Yes, in <10 years"
416,48,Pune,Working Professional,Single,Graduate,4,3122132.991,No,Sedan,Yes,Hyundai,>25 lakhs,4,"Yes, in <20years"
417,26,Mumbai,None,Married,Graduate,4,1687057.472,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
418,26,Pune,None,Single,Graduate,4,2681422.915,Maybe,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
419,24,Pune,None,Single,Graduate,4,3079928.866,Maybe,SUV,Yes,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
420,43,Haldwani,Business,Married,Graduate,4,2943750.516,Maybe,SUV,Yes,Tata,>25 lakhs,3,I don't think so
421,29,Pune,Salaried,Married,Graduate,4,2241362.08,Yes,Sedan,Maybe,Tata,<25 lakhs,4,"Yes, in <10 years"
422,26,Nagpur,None,Married,Graduate,4,2855461.792,Yes,SUV,Yes,MG,<5 lakhs,4,I don't think so
423,34,Pune,Working Professional,Single,Post Graduate,3,520947.4315,Yes,SUV,Maybe,MG,<15 lakhs,4,"Yes, in <20years"
424,28,Jalandhar,None,Married,Graduate,4,930794.3009,Yes,SUV,No,MG,<15 lakhs,4,"Yes, in <10 years"
425,62,Jalandhar,Business,Single,Graduate,5,2183756.369,Yes,Liftback,No,KIA,<5 lakhs,2,"Yes, in <10 years"
426,49,Pune,Business,Single,Graduate,4,3007364.778,Maybe,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
427,30,Delhi,Working Professional,Single,Graduate,3,1384239.85,Yes,Sedan,Yes,Nissan,1500000,4,I don't think so
428,26,New Delhi,None,Married,Post Graduate,4,2268999.379,Yes,Liftback,Yes,MG,<5 lakhs,2,"Yes, in <10 years"
429,29,pUNE,None,Single,Graduate,4,3001346.569,Yes,Sedan,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
430,30,Pune,None,Single,Graduate,4,2408681.7,Yes,Liftback,Yes,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
431,29,Pune,None,Single,Graduate,1,253101.2053,Yes,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
432,29,Nellore,Working Professional,Single,Graduate,4,2014086.469,Yes,Sedan,Yes,Tata,<25 lakhs,4,I don't think so
433,25,Ahmedabad,None,Single,Post Graduate,4,666258.5444,Yes,SUV,Maybe,Suzuki,>25 lakhs,4,"Yes, possibly after 20 years"
434,25,Mumbai,None,Single,Post Graduate,5,1690740.673,Yes,Hatchback,Yes,Suzuki,<5 lakhs,3,"Yes, in <10 years"
435,31,Pune,Working Professional,Single,Post Graduate,4,2210578.897,No,Hatchback,No,MG,1500000,4,"Yes, in <10 years"
436,26,Pune,None,Single,Graduate,3,2385629.144,Maybe,SUV,Yes,Nissan,<15 lakhs,2,I don't think so
437,23,New Delhi,None,Single,Post Graduate,6,2770259.81,Yes,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
438,32,Pune,None,Single,Graduate,4,2050589.519,Yes,Hatchback,Yes,Maruti,<5 lakhs,2,"Yes, possibly after 20 years"
439,23,Mumbai,Working Professional,Single,Post Graduate,4,2633827.063,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
440,29,Nellore,Salaried,Single,Graduate,4,2245069.613,No,Sedan,Yes,Maruti,<5 lakhs,4,"Yes, possibly after 20 years"
441,29,Kashipur,None,Married,Graduate,3,1151960.46,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
442,26,Karnal,Business,Single,Graduate,3,2759707.244,Yes,Hatchback,Maybe,BMW,<15 lakhs,4,"Yes, in <10 years"
443,23,Pune,None,Single,Post Graduate,8,2414911.481,Maybe,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
444,28,Pune,None,Single,Graduate,4,2841881.48,Maybe,SUV,Yes,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
445,31,Nellore,Working Professional,Married,Post Graduate,4,1164878.261,Yes,Sedan,Yes,Maruti,<5 lakhs,4,"Yes, in <10 years"
446,25,Rewari,None,Single,Post Graduate,4,2309199.255,Yes,SUV,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
447,30,Nagpur,None,Single,Post Graduate,4,2234407.593,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
448,25,Pune,None,Married,Graduate,5,2963156.929,Yes,Hatchback,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
449,26,Delhi,None,Single,Graduate,2,2964614.727,Yes,SUV,Yes,MG,2000000,4,"Yes, in <10 years"
450,32,New Delhi,Business,Single,Graduate,4,1822351.276,Maybe,Hatchback,Maybe,KIA,700000,4,"Yes, in <20years"
451,29,Banglore,None,Single,Post Graduate,4,2807285.277,Yes,SUV,No,Honda,<5 lakhs,4,"Yes, in <20years"
452,29,Pune,None,Single,Graduate,2,2918773.145,Maybe,SUV,Maybe,Hyundai,<5 lakhs,4,"Yes, in <20years"
453,24,nashik,None,Single,Graduate,1,2720987.401,Yes,Liftback,Yes,Tata,<15 lakhs,2,I don't think so
454,28,Pune,Salaried,Single,Post Graduate,4,2278525.676,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
455,31,Mumbai,None,Single,Post Graduate,4,1894552.113,Yes,SUV,Yes,Chevrolet,>25 lakhs,2,"Yes, in <10 years"
456,22,New Delhi,Working Professional,Married,Post Graduate,4,1672762.56,Yes,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
457,31,Pune,None,Single,Post Graduate,5,1599291.316,Yes,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
458,29,Pune,Working Professional,Single,Post Graduate,3,650760.1557,Yes,Cabrio,No,Nissan,<25 lakhs,3,"Yes, in <20years"
459,23,Pune,None,Single,Post Graduate,4,2996207.89,Maybe,Hatchback,Maybe,Honda,<5 lakhs,4,"Yes, in <20years"
460,24,Haldwani,Working Professional,Single,Graduate,4,2262560.795,Yes,SUV,Yes,Nissan,<15 lakhs,3,I don't think so
461,19,Pune,Working Professional,Married,Post Graduate,5,2823347.559,Yes,Liftback,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
462,31,Nashik,Business,Married,Graduate,4,1812113.972,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
463,24,Delhi,None,Single,Post Graduate,5,1431278.284,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
464,30,Pune,Business,Married,Graduate,3,2141080.287,Yes,Sedan,Maybe,Honda,<25 lakhs,2,"Yes, in <10 years"
465,31,Chandrapur,Business,Single,Post Graduate,4,1801813.631,Yes,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
466,29,Nellore,Business,Single,Graduate,6,1571494.814,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
467,29,Bengaluru,Business,Married,Graduate,5,2681397.161,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
468,63,Nagpur,Salaried,Single,Graduate,4,3243002.514,Yes,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
469,31,New Delhi,Working Professional,Married,Graduate,5,483988.3706,Yes,Liftback,Yes,Maruti,<5 lakhs,4,I don't think so
470,28,Pune,None,Single,Graduate,4,2489141.047,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
471,31,Pune,None,Single,Graduate,8,1382589.345,Maybe,Sedan,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
472,41,Pune,Working Professional,Single,Graduate,4,2570732.374,Maybe,SUV,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
473,29,Pune,Salaried,Married,Graduate,3,2416201.429,No,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
474,29,Satara,Salaried,Married,Graduate,4,1265602.392,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
475,30,Pune,Business,Married,Graduate,4,423766.9031,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
476,27,Pune,None,Single,Graduate,5,2873752.697,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
477,27,nashik,Working Professional,Single,Graduate,4,2516649.351,No,Sedan,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
478,25,Pune,None,Single,Post Graduate,3,2760641.277,No,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
479,31,Pune,Working Professional,Single,Post Graduate,4,2376436.9,Yes,Hatchback,Yes,McLaren,<15 lakhs,4,"Yes, possibly after 20 years"
480,27,Pune,Working Professional,Married,Post Graduate,4,2533636.982,No,Hatchback,Maybe,Tata,<15 lakhs,2,"Yes, in <20years"
481,23,Pune,Working Professional,Single,Graduate,4,2550700.826,Yes,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
482,26,Serampore,Working Professional,Single,Post Graduate,0,2434292.44,Yes,Hatchback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
483,32,Pune,None,Married,Graduate,6,3027997.652,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
484,28,Pune,None,Single,Graduate,4,2717988.553,Yes,Sedan,Yes,Honda,<5 lakhs,4,I don't think so
485,47,Noida,None,Single,Graduate,6,2821520.371,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
486,28,Nagpur,None,Married,Graduate,4,2099064.377,Maybe,SUV,Yes,Maruti,>25 lakhs,3,"Yes, in <20years"
487,31,Pune,None,Married,Graduate,4,1394030.014,Yes,Hatchback,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
488,56,Nellore,Working Professional,Married,Graduate,3,2967644.72,Yes,Sedan,Yes,Maruti,<15 lakhs,2,I don't think so
489,29,Pune,Working Professional,Single,Graduate,4,1990241.752,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
490,32,Pune,None,Married,Graduate,2,2767809.433,Yes,Hatchback,Yes,Nissan,1200000,4,"Yes, in <10 years"
491,57,Pune,Business,Married,Graduate,4,2395898.715,Yes,SUV,Yes,Maruti,1500000,4,"Yes, in <10 years"
492,27,Pune,None,Single,Post Graduate,3,3085553.727,Maybe,Sedan,Yes,Tata,<15 lakhs,4,I don't think so
493,28,Pune,Business,Single,Graduate,4,2920958.195,Yes,Liftback,Yes,Nissan,>25 lakhs,4,"Yes, in <10 years"
494,66,Jhansi,None,Married,Graduate,3,2283632.611,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
495,31,Pune,None,Single,Graduate,7,2979308.003,Yes,SUV,Maybe,Honda,<5 lakhs,4,"Yes, possibly after 20 years"
496,26,Pune,Working Professional,Married,Graduate,8,3010921.979,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
497,25,Pune,Working Professional,Married,Graduate,0,2644833.769,Yes,Liftback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
498,68,Bengaluru,Working Professional,Single,Graduate,4,2470592.303,No,Hatchback,Yes,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
499,24,Mumbai,Working Professional,Single,Graduate,4,1964436.06,No,Sedan,Maybe,Hyundai,<5 lakhs,3,"Yes, in <10 years"
500,22,Pune,None,Married,Graduate,3,2626540.618,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
501,26,Pune,None,Single,Post Graduate,4,1098795.139,Yes,SUV,Maybe,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
502,25,Pune,None,Single,Graduate,5,2867813.697,Yes,Liftback,Maybe,Nissan,<5 lakhs,4,"Yes, in <20years"
503,29,Pune,Business,Married,Graduate,4,2898391.522,Yes,Liftback,Yes,BMW,<15 lakhs,4,I don't think so
504,40,Pune,None,Single,Graduate,3,2630791.232,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
505,29,Pune,None,Single,Graduate,3,3227986.864,Yes,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
506,31,Pune,Business,Single,Graduate,4,2825228.353,Maybe,Liftback,Yes,BMW,<15 lakhs,2,"Yes, in <10 years"
507,24,New Delhi,None,Single,Graduate,4,2556427.655,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
508,28,Satara,Working Professional,Single,Graduate,4,2887462.378,Yes,Liftback,Yes,Honda,1200000,4,"Yes, in <10 years"
509,22,Pune,Working Professional,Single,Graduate,1,3063410.498,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
510,27,Pune,None,Single,Graduate,4,2083677.09,No,SUV,Maybe,Honda,<5 lakhs,4,"Yes, in <10 years"
511,31,Pune,Working Professional,Single,Graduate,2,1958658.846,Yes,Liftback,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
512,33,Pune,Working Professional,Single,Graduate,4,2246186.245,Yes,SUV,Yes,KIA,<25 lakhs,4,"Yes, in <10 years"
513,59,Pune,None,Single,Post Graduate,4,2839089.114,Maybe,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <10 years"
514,39,Nashik,None,Single,Graduate,3,2141386.416,Yes,SUV,Yes,Maruti,<5 lakhs,3,"Yes, in <20years"
515,30,Pune,Working Professional,Married,Graduate,4,2236772.322,Yes,SUV,Yes,Volkswagen,<5 lakhs,4,"Yes, in <20years"
516,30,Pune,Working Professional,Single,Graduate,4,2597745.212,Yes,SUV,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
517,30,Pune,Working Professional,Married,Graduate,4,2884061.797,Yes,SUV,Yes,KIA,>25 lakhs,2,"Yes, in <10 years"
518,27,Pune,Business,Single,Graduate,5,1496156.365,No,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
519,28,Pune,Business,Single,Graduate,4,2177392.503,Yes,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
520,31,Pune,Working Professional,Married,Graduate,4,2034705.044,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
521,45,Pune,Working Professional,Single,Graduate,3,2056794.519,Yes,Sedan,Yes,Audi,2000000,2,"Yes, possibly after 20 years"
522,29,Pune,Working Professional,Single,Graduate,4,2380299.556,Yes,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
523,32,Mumbai,Business,Single,Graduate,4,1376113.958,Yes,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
524,28,Pune,Business,Married,Graduate,7,2484577.942,Maybe,Sedan,No,BMW,<15 lakhs,4,"Yes, in <20years"
525,28,Delhi,Business,Single,Post Graduate,4,3110116.338,Yes,SUV,No,MG,<15 lakhs,2,"Yes, in <10 years"
526,26,Pune,Working Professional,Married,Graduate,5,1130395.911,Yes,SUV,Yes,Audi,<15 lakhs,4,"Yes, in <20years"
527,66,Banglore,Business,Single,Graduate,5,2856342.82,Maybe,SUV,Maybe,Honda,1200000,4,"Yes, in <10 years"
528,26,New Delhi,None,Married,Graduate,4,2090613.085,Yes,SUV,Yes,Hyundai,<25 lakhs,4,"Yes, in <10 years"
529,26,Pune,None,Married,Post Graduate,1,1934490.631,Maybe,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
530,26,Pune,None,Married,Post Graduate,0,2815637.67,Yes,Cabrio,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
531,27,Pune,Working Professional,Single,Post Graduate,5,86765.25476,Maybe,Sedan,Yes,Honda,<5 lakhs,3,"Yes, in <20years"
532,59,Satara,Working Professional,Single,Graduate,4,1843715.895,Yes,Hatchback,Yes,MG,>25 lakhs,2,"Yes, in <10 years"
533,32,Pune,None,Married,Graduate,4,2693858.819,No,Sedan,Yes,BMW,<5 lakhs,2,"Yes, in <20years"
534,28,Pune,Business,Single,Graduate,5,1117784.229,Yes,SUV,Maybe,Maruti,2000000,2,"Yes, possibly after 20 years"
535,20,Bengaluru,None,Married,Post Graduate,2,1777435.716,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <20years"
536,60,Chennai,None,Single,Post Graduate,3,1236769.983,Yes,Hatchback,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
537,30,Pune,Working Professional,Single,Graduate,8,660696.0098,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
538,25,Pune,None,Single,Graduate,4,3157890.521,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
539,23,Pune,None,Single,Post Graduate,1,1955664.116,Yes,SUV,Yes,Chevrolet,<15 lakhs,2,"Yes, in <10 years"
540,29,Pune,Business,Married,Graduate,3,500024.3747,Maybe,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
541,24,Mumbai,Salaried,Married,Graduate,4,1504764.351,Maybe,Hatchback,Yes,Audi,1200000,2,"Yes, in <10 years"
542,29,Ahmedabad,None,Single,Post Graduate,2,2998748.406,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
543,29,Pune,Working Professional,Single,Graduate,6,1937329.339,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
544,27,Pune,Working Professional,Single,Graduate,4,1903629.362,Yes,SUV,No,Nissan,<5 lakhs,4,"Yes, in <20years"
545,30,Serampore,Working Professional,Married,Graduate,7,-98949.70833,Yes,Liftback,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
546,31,Gurugram,Working Professional,Single,Graduate,3,925473.042,Yes,Sedan,Maybe,Honda,<15 lakhs,4,"Yes, in <10 years"
547,28,Pune,None,Single,Graduate,4,2826456.161,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
548,26,Hakdwani,None,Married,Graduate,4,2515413.606,Yes,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
549,25,Pune,None,Single,Graduate,5,2321617.042,No,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
550,24,Pune,Working Professional,Single,Post Graduate,3,2489138.951,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <20years"
551,29,Ahmedabad,Business,Single,Graduate,4,521442.0362,Maybe,Hatchback,Yes,KIA,<15 lakhs,3,"Yes, in <20years"
552,30,Haldwani,None,Married,Post Graduate,4,2712835.201,Maybe,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
553,24,Pune,Business,Single,Post Graduate,4,2702758.635,Yes,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
554,32,Pune,Business,Married,Graduate,4,2400143.639,Yes,SUV,Maybe,KIA,<15 lakhs,2,"Yes, in <10 years"
555,24,Noida,Salaried,Married,Graduate,7,1818912.738,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
556,31,Mumbai,None,Single,Graduate,4,27134.78254,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
557,46,Pune,Working Professional,Married,Graduate,4,2210232.191,Yes,Hatchback,Maybe,Volkswagen,<5 lakhs,4,I don't think so
558,27,Jalandhar,Business,Married,Post Graduate,3,2242151.022,No,SUV,No,Maruti Suzuki,<5 lakhs,3,"Yes, in <20years"
559,31,Pune,Working Professional,Single,Post Graduate,4,2778932.181,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
560,27,Patiyala,None,Single,Post Graduate,5,2967297.04,Maybe,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
561,43,Nagpur,Working Professional,Single,Graduate,4,1993257.669,No,SUV,Yes,Volkswagen,<25 lakhs,4,"Yes, in <20years"
562,28,Pune,Working Professional,Married,Graduate,5,2652339.423,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
563,28,nashik,Business,Single,Post Graduate,4,2975279.144,No,Hatchback,Maybe,Honda,<15 lakhs,2,"Yes, in <10 years"
564,60,Pune,None,Single,Graduate,4,2006301.788,Maybe,Liftback,No,Tata,<15 lakhs,3,"Yes, possibly after 20 years"
565,25,Pune,Working Professional,Single,Graduate,8,1157404.724,Yes,SUV,Maybe,MG,<5 lakhs,4,"Yes, in <20years"
566,30,Pune,Business,Single,Post Graduate,4,2422041.755,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
567,27,Patiyala,None,Single,Graduate,8,2255911.687,Maybe,Cabrio,Yes,MG,<5 lakhs,4,I don't think so
568,16,Chennai,None,Single,Graduate,4,2821545.226,Yes,Liftback,Yes,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
569,29,Mumbai,None,Single,Post Graduate,4,3145603.601,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
570,30,Pune,Working Professional,Married,Graduate,4,3130227.993,Maybe,Hatchback,Yes,BMW,<5 lakhs,4,"Yes, in <20years"
571,28,Pune,Business,Married,Graduate,4,2386585.338,Maybe,SUV,Yes,Tata,<25 lakhs,3,I don't think so
572,29,Pune,Business,Married,Graduate,1,1391077.359,Maybe,Hatchback,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
573,31,Nagpur,None,Married,Post Graduate,4,1878517.307,Maybe,Liftback,Yes,Tata,<15 lakhs,2,I don't think so
574,31,Mumbai,None,Single,Graduate,4,1710640.756,Yes,SUV,Maybe,Tata,<15 lakhs,4,"Yes, in <20years"
575,25,New Delhi,None,Married,Post Graduate,4,2668178.304,Maybe,Liftback,Yes,Hyundai,<25 lakhs,2,"Yes, possibly after 20 years"
576,31,Pune,Working Professional,Married,Post Graduate,6,712170.8007,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
577,25,Pune,Working Professional,Married,Post Graduate,4,2505914.111,Yes,SUV,Yes,Tata,>25 lakhs,4,"Yes, in <10 years"
578,22,Pune,None,Married,Graduate,2,1025423.298,Yes,Sedan,Yes,Nexa,<15 lakhs,4,"Yes, in <10 years"
579,30,Nashik,None,Single,Post Graduate,4,1421789.644,Yes,Hatchback,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
580,66,Pune,Business,Single,Graduate,8,1327808.904,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
581,26,Pune,Working Professional,Married,Graduate,4,1115972.729,Yes,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
582,32,Mumbai,Working Professional,Single,Graduate,5,1481400.538,No,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
583,24,Nellore,None,Married,Graduate,4,2841490.229,Yes,Liftback,Yes,Honda,<5 lakhs,2,"Yes, in <20years"
584,50,Ahmedabad,None,Single,Graduate,3,2744526.139,Yes,Hatchback,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
585,29,Pune,None,Single,Graduate,6,1999852.424,No,SUV,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
586,28,Ahmedabad,None,Married,Graduate,0,2175407.046,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
587,29,Delhi,Working Professional,Married,Graduate,4,1928069.416,Maybe,SUV,Yes,Tata,<25 lakhs,2,"Yes, in <20years"
588,28,Pune,Business,Married,Post Graduate,4,3063245.942,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
589,55,Pune,Salaried,Single,Post Graduate,4,3010722.684,No,SUV,Maybe,Maruti,<5 lakhs,4,"Yes, in <10 years"
590,28,Pune,Salaried,Single,Graduate,4,1365078.174,Yes,SUV,Yes,Audi,<15 lakhs,2,"Yes, in <20years"
591,29,Pune,Business,Married,Graduate,4,2504703.671,Yes,Liftback,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
592,31,Mumbai,Working Professional,Single,Graduate,3,1193640.791,Yes,Hatchback,Maybe,MG,<15 lakhs,4,I don't think so
593,30,Pune,Working Professional,Single,Graduate,4,2939856.865,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
594,28,Pune,Working Professional,Married,Graduate,4,2631309.157,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
595,27,Nagpur,Working Professional,Single,Post Graduate,2,1014408.615,Maybe,Hatchback,Yes,BMW,<5 lakhs,2,"Yes, in <10 years"
596,27,Pune,None,Single,Graduate,3,324340.9075,Yes,Sedan,Yes,KIA,>25 lakhs,4,"Yes, in <20years"
597,31,Pune,None,Single,Graduate,4,2972717.665,Yes,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
598,19,Pune,Business,Married,Graduate,4,1963323.321,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
599,29,Pune,Business,Married,Graduate,4,2367200.485,Maybe,SUV,Yes,Maruti,>25 lakhs,4,"Yes, in <20years"
600,46,Mumbai,None,Married,Post Graduate,4,938658.387,Yes,Liftback,Yes,Honda,1200000,4,"Yes, possibly after 20 years"
601,26,Pune,Working Professional,Single,Graduate,3,3032937.037,Maybe,Sedan,Yes,Tata,1200000,2,"Yes, in <20years"
602,31,Chennai,None,Single,Graduate,5,1981733.038,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
603,27,Pune,None,Single,Graduate,4,2141152.458,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
604,21,Pune,None,Married,Graduate,4,1728849.232,Yes,SUV,Maybe,Honda,<5 lakhs,4,"Yes, in <20years"
605,33,Pune,Business,Single,Graduate,8,985950.2623,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
606,28,Pune,Business,Single,Post Graduate,1,840750.457,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
607,29,Haldwani,Working Professional,Married,Post Graduate,4,2174553.27,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
